##########
#=Mode Mon Dec 19 09:47:31 2016

#!SUBSYSTEM: k500gid25s
#!CREATE-TIME: 1482115651 Mon Dec 19 09:47:31 2016
#!COMMENT: zzzzzzzzzzzzz

@d:(gid25x4.matrix.G5L10_err)v2k-k500-1:23.G5L10.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.G5L10_ena_gid)v2k-k500-1:23.G5L10.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.G5L10_Dly_gid)v2k-k500-1:23.G5L10.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.G5L10_ena_vsdc)v2k-k500-1:23.G5L10.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.G5L10_Dly_vsdc)v2k-k500-1:23.G5L10.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.GTest1_Uset)v2k-k500-1:23.GTest1.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest1_Umes)v2k-k500-1:23.GTest1.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest1_Uuvh)v2k-k500-1:23.GTest1.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest1_Imes)v2k-k500-1:23.GTest1.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest1_onoff)v2k-k500-1:23.GTest1.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest1_err)v2k-k500-1:23.GTest1.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest1_ena_gid)v2k-k500-1:23.GTest1.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest1_Dly_gid)v2k-k500-1:23.GTest1.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.GTest1_ena_vsdc)v2k-k500-1:23.GTest1.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest1_Dly_vsdc)v2k-k500-1:23.GTest1.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.GTest2_Uset)v2k-k500-1:23.GTest2.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest2_Umes)v2k-k500-1:23.GTest2.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest2_Uuvh)v2k-k500-1:23.GTest2.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest2_Imes)v2k-k500-1:23.GTest2.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest2_onoff)v2k-k500-1:23.GTest2.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest2_err)v2k-k500-1:23.GTest2.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest2_ena_gid)v2k-k500-1:23.GTest2.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest2_Dly_gid)v2k-k500-1:23.GTest2.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.GTest2_ena_vsdc)v2k-k500-1:23.GTest2.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest2_Dly_vsdc)v2k-k500-1:23.GTest2.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.GTest3_Uset)v2k-k500-1:23.GTest3.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest3_Umes)v2k-k500-1:23.GTest3.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest3_Uuvh)v2k-k500-1:23.GTest3.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest3_Imes)v2k-k500-1:23.GTest3.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest3_onoff)v2k-k500-1:23.GTest3.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest3_err)v2k-k500-1:23.GTest3.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest3_ena_gid)v2k-k500-1:23.GTest3.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest3_Dly_gid)v2k-k500-1:23.GTest3.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.GTest3_ena_vsdc)v2k-k500-1:23.GTest3.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest3_Dly_vsdc)v2k-k500-1:23.GTest3.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.GTest4_Uset)v2k-k500-1:23.GTest4.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest4_Umes)v2k-k500-1:23.GTest4.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest4_Uuvh)v2k-k500-1:23.GTest4.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest4_Imes)v2k-k500-1:23.GTest4.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.GTest4_onoff)v2k-k500-1:23.GTest4.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest4_err)v2k-k500-1:23.GTest4.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest4_ena_gid)v2k-k500-1:23.GTest4.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest4_Dly_gid)v2k-k500-1:23.GTest4.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.GTest4_ena_vsdc)v2k-k500-1:23.GTest4.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.GTest4_Dly_vsdc)v2k-k500-1:23.GTest4.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_Uset)v2k-k500-1:23.G6L_1.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_Umes)v2k-k500-1:23.G6L_1.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_Uuvh)v2k-k500-1:23.G6L_1.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_Imes)v2k-k500-1:23.G6L_1.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_onoff)v2k-k500-1:23.G6L_1.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_err)v2k-k500-1:23.G6L_1.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_ena_gid)v2k-k500-1:23.G6L_1.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_Dly_gid)v2k-k500-1:23.G6L_1.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_ena_vsdc)v2k-k500-1:23.G6L_1.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_1_Dly_vsdc)v2k-k500-1:23.G6L_1.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_Uset)v2k-k500-1:23.G6L_2.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_Umes)v2k-k500-1:23.G6L_2.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_Uuvh)v2k-k500-1:23.G6L_2.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_Imes)v2k-k500-1:23.G6L_2.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_onoff)v2k-k500-1:23.G6L_2.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_err)v2k-k500-1:23.G6L_2.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_ena_gid)v2k-k500-1:23.G6L_2.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_Dly_gid)v2k-k500-1:23.G6L_2.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_ena_vsdc)v2k-k500-1:23.G6L_2.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_2_Dly_vsdc)v2k-k500-1:23.G6L_2.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_Uset)v2k-k500-1:23.G6L_3.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_Umes)v2k-k500-1:23.G6L_3.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_Uuvh)v2k-k500-1:23.G6L_3.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_Imes)v2k-k500-1:23.G6L_3.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_onoff)v2k-k500-1:23.G6L_3.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_err)v2k-k500-1:23.G6L_3.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_ena_gid)v2k-k500-1:23.G6L_3.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_Dly_gid)v2k-k500-1:23.G6L_3.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_ena_vsdc)v2k-k500-1:23.G6L_3.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_3_Dly_vsdc)v2k-k500-1:23.G6L_3.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_Uset)v2k-k500-1:23.G6L_4.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_Umes)v2k-k500-1:23.G6L_4.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_Uuvh)v2k-k500-1:23.G6L_4.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_Imes)v2k-k500-1:23.G6L_4.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_onoff)v2k-k500-1:23.G6L_4.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_err)v2k-k500-1:23.G6L_4.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_ena_gid)v2k-k500-1:23.G6L_4.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_Dly_gid)v2k-k500-1:23.G6L_4.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_ena_vsdc)v2k-k500-1:23.G6L_4.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_4_Dly_vsdc)v2k-k500-1:23.G6L_4.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_Uset)v2k-k500-1:23.G6L_5.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_Umes)v2k-k500-1:23.G6L_5.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_Uuvh)v2k-k500-1:23.G6L_5.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_Imes)v2k-k500-1:23.G6L_5.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_onoff)v2k-k500-1:23.G6L_5.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_err)v2k-k500-1:23.G6L_5.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_ena_gid)v2k-k500-1:23.G6L_5.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_Dly_gid)v2k-k500-1:23.G6L_5.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_ena_vsdc)v2k-k500-1:23.G6L_5.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6L_5_Dly_vsdc)v2k-k500-1:23.G6L_5.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_Uset)v2k-k500-1:23.G6KZL_1.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_Umes)v2k-k500-1:23.G6KZL_1.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_Uuvh)v2k-k500-1:23.G6KZL_1.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_Imes)v2k-k500-1:23.G6KZL_1.Imes    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_onoff)v2k-k500-1:23.G6KZL_1.onoff    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_err)v2k-k500-1:23.G6KZL_1.err    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_ena_gid)v2k-k500-1:23.G6KZL_1.ena_gid    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_Dly_gid)v2k-k500-1:23.G6KZL_1.Dly_gid    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_ena_vsdc)v2k-k500-1:23.G6KZL_1.ena_vsdc    0.000 @1.000000 <>
@d:(gid25x4.matrix.G6KZL_1_Dly_vsdc)v2k-k500-1:23.G6KZL_1.Dly_vsdc    0.0 @1.000000 <>
@d:(gid25x4.matrix.G6KXL_2_Uset)v2k-k500-1:23.G6KXL_2.Uset    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6KXL_2_Umes)v2k-k500-1:23.G6KXL_2.Umes_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6KXL_2_Uuvh)v2k-k500-1:23.G6KXL_2.Uuvh_raw    0.00 @1.000000 <>
@d:(gid25x4.matrix.G6KXL_2_Imes)v2k-k500-1:23.G6KXL_2.Imes    0.00 @1.000000 <>
